Year,Month,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1841,1,21.204,3.987,Albury,Australia,36.17S,147.18E
1841,2,21.529,2.823,Albury,Australia,36.17S,147.18E
1841,3,17.358,4.199,Albury,Australia,36.17S,147.18E
1841,4,12.018,1.792,Albury,Australia,36.17S,147.18E
1841,5,9.227,1.313,Albury,Australia,36.17S,147.18E
1841,6,7.034,1.353,Albury,Australia,36.17S,147.18E
1841,7,6.07,1.93,Albury,Australia,36.17S,147.18E
1841,8,7.383,1.232,Albury,Australia,36.17S,147.18E
1841,9,9.54,1.602,Albury,Australia,36.17S,147.18E
1841,10,12.658,1.429,Albury,Australia,36.17S,147.18E
1841,11,15.859,2.056,Albury,Australia,36.17S,147.18E
1841,12,18.402,1.659,Albury,Australia,36.17S,147.18E
1842,1,20.95,1.91,Albury,Australia,36.17S,147.18E
1842,2,21.325,2.122,Albury,Australia,36.17S,147.18E
1842,3,18.667,1.952,Albury,Australia,36.17S,147.18E
1842,4,12.814,2.89,Albury,Australia,36.17S,147.18E
1842,5,9.09,1.241,Albury,Australia,36.17S,147.18E
1842,6,6.439,1.305,Albury,Australia,36.17S,147.18E
1842,7,5.233,1.102,Albury,Australia,36.17S,147.18E
1842,8,6.922,1.204,Albury,Australia,36.17S,147.18E
1842,9,9.563,1.552,Albury,Australia,36.17S,147.18E
1842,10,11.454,2.083,Albury,Australia,36.17S,147.18E
1842,11,15.817,1.528,Albury,Australia,36.17S,147.18E
1842,12,19.032,2.379,Albury,Australia,36.17S,147.18E
1843,1,21.501,1.761,Albury,Australia,36.17S,147.18E
1843,2,21.882,1.693,Albury,Australia,36.17S,147.18E
1843,3,18.058,2.055,Albury,Australia,36.17S,147.18E
1843,4,12.648,2.038,Albury,Australia,36.17S,147.18E
1843,5,9.042,1.763,Albury,Australia,36.17S,147.18E
1843,6,7.199,1.744,Albury,Australia,36.17S,147.18E
1843,7,6.002,1.2,Albury,Australia,36.17S,147.18E
1843,8,7.084,1.261,Albury,Australia,36.17S,147.18E
1843,9,9.238,1.193,Albury,Australia,36.17S,147.18E
1843,10,12.568,1.392,Albury,Australia,36.17S,147.18E
1843,11,16.456,2.413,Albury,Australia,36.17S,147.18E
1843,12,19.859,2.037,Albury,Australia,36.17S,147.18E
1844,1,20.921,1.854,Albury,Australia,36.17S,147.18E
1844,2,21.127,2.595,Albury,Australia,36.17S,147.18E
1844,3,17.411,2.109,Albury,Australia,36.17S,147.18E
1844,4,11.992,2.302,Albury,Australia,36.17S,147.18E
1844,5,9.068,1.504,Albury,Australia,36.17S,147.18E
1844,6,6.522,1.223,Albury,Australia,36.17S,147.18E
1844,7,5.84,1.21,Albury,Australia,36.17S,147.18E
1844,8,6.591,1.945,Albury,Australia,36.17S,147.18E
1844,9,8.922,1.19,Albury,Australia,36.17S,147.18E
1844,10,12.193,1.498,Albury,Australia,36.17S,147.18E
1844,11,14.54,1.627,Albury,Australia,36.17S,147.18E
1844,12,17.944,1.823,Albury,Australia,36.17S,147.18E
1845,1,21.712,1.948,Albury,Australia,36.17S,147.18E
1845,2,20.214,2.938,Albury,Australia,36.17S,147.18E
1845,3,18.032,1.769,Albury,Australia,36.17S,147.18E
1845,4,13.285,1.472,Albury,Australia,36.17S,147.18E
1845,5,8.887,1.408,Albury,Australia,36.17S,147.18E
1845,6,6.562,1.337,Albury,Australia,36.17S,147.18E
1845,7,6.756,1.257,Albury,Australia,36.17S,147.18E
1845,8,7.306,1.055,Albury,Australia,36.17S,147.18E
1845,9,9.952,1.62,Albury,Australia,36.17S,147.18E
1845,10,12.189,1.863,Albury,Australia,36.17S,147.18E
1845,11,15.882,1.74,Albury,Australia,36.17S,147.18E
1845,12,18.39,3.262,Albury,Australia,36.17S,147.18E
1846,1,22.148,2.187,Albury,Australia,36.17S,147.18E
1846,2,20.813,1.689,Albury,Australia,36.17S,147.18E
1846,3,18.73,2.232,Albury,Australia,36.17S,147.18E
1846,4,12.549,1.521,Albury,Australia,36.17S,147.18E
1846,5,9.263,1.443,Albury,Australia,36.17S,147.18E
1846,6,7.466,1.579,Albury,Australia,36.17S,147.18E
1846,7,6.609,2.069,Albury,Australia,36.17S,147.18E
1846,8,7.103,1.993,Albury,Australia,36.17S,147.18E
1846,9,9.485,1.5,Albury,Australia,36.17S,147.18E
1846,10,12.45,1.718,Albury,Australia,36.17S,147.18E
1846,11,16.37,2.691,Albury,Australia,36.17S,147.18E
1846,12,20.136,1.868,Albury,Australia,36.17S,147.18E
1847,1,21.49,3.158,Albury,Australia,36.17S,147.18E
1847,2,21.34,1.586,Albury,Australia,36.17S,147.18E
1847,3,17.061,1.568,Albury,Australia,36.17S,147.18E
1847,4,12.786,1.666,Albury,Australia,36.17S,147.18E
1847,5,8.498,1.541,Albury,Australia,36.17S,147.18E
1847,6,6.287,1.617,Albury,Australia,36.17S,147.18E
1847,7,6.335,1.286,Albury,Australia,36.17S,147.18E
1847,8,7.531,1.333,Albury,Australia,36.17S,147.18E
1847,9,9.921,1.456,Albury,Australia,36.17S,147.18E
1847,10,12.342,1.376,Albury,Australia,36.17S,147.18E
1847,11,15.658,1.687,Albury,Australia,36.17S,147.18E
1847,12,18.774,3.701,Albury,Australia,36.17S,147.18E
1848,1,19.697,2.087,Albury,Australia,36.17S,147.18E
1848,2,20.783,2.55,Albury,Australia,36.17S,147.18E
1848,3,17.959,1.78,Albury,Australia,36.17S,147.18E
1848,4,13.944,2.206,Albury,Australia,36.17S,147.18E
1848,5,8.709,1.488,Albury,Australia,36.17S,147.18E
1848,6,6.82,1.562,Albury,Australia,36.17S,147.18E
1848,7,5.779,2.213,Albury,Australia,36.17S,147.18E
1848,8,6.653,1.459,Albury,Australia,36.17S,147.18E
1848,9,8.499,1.716,Albury,Australia,36.17S,147.18E
1848,10,11.809,1.985,Albury,Australia,36.17S,147.18E
1848,11,14.835,1.779,Albury,Australia,36.17S,147.18E
1848,12,17.563,2.38,Albury,Australia,36.17S,147.18E
1849,1,20.431,2.058,Albury,Australia,36.17S,147.18E
1849,2,19.755,2.945,Albury,Australia,36.17S,147.18E
1849,3,17.305,3.236,Albury,Australia,36.17S,147.18E
1849,4,11.467,2.302,Albury,Australia,36.17S,147.18E
1849,5,8.134,1.331,Albury,Australia,36.17S,147.18E
1849,6,6.457,1.705,Albury,Australia,36.17S,147.18E
1849,7,6.062,1.319,Albury,Australia,36.17S,147.18E
1849,8,7.133,1.205,Albury,Australia,36.17S,147.18E
1849,9,8.225,1.744,Albury,Australia,36.17S,147.18E
1849,10,12.408,1.801,Albury,Australia,36.17S,147.18E
1849,11,15.253,2.253,Albury,Australia,36.17S,147.18E
1849,12,17.54,1.498,Albury,Australia,36.17S,147.18E
1850,1,19.615,1.824,Albury,Australia,36.17S,147.18E
1850,2,20.543,2.368,Albury,Australia,36.17S,147.18E
1850,3,18.259,1.622,Albury,Australia,36.17S,147.18E
1850,4,12.663,1.611,Albury,Australia,36.17S,147.18E
1850,5,8.793,1.47,Albury,Australia,36.17S,147.18E
1850,6,7.058,1.384,Albury,Australia,36.17S,147.18E
1850,7,5.95,1.49,Albury,Australia,36.17S,147.18E
1850,8,6.952,1.64,Albury,Australia,36.17S,147.18E
1850,9,,,Albury,Australia,36.17S,147.18E
1850,10,12.225,1.762,Albury,Australia,36.17S,147.18E
1850,11,14.884,1.667,Albury,Australia,36.17S,147.18E
1850,12,18.407,1.479,Albury,Australia,36.17S,147.18E
1851,1,20.908,1.699,Albury,Australia,36.17S,147.18E
1851,2,20.851,1.526,Albury,Australia,36.17S,147.18E
1851,3,16.973,1.47,Albury,Australia,36.17S,147.18E
1851,4,13.003,2.155,Albury,Australia,36.17S,147.18E
1851,5,9.297,1.489,Albury,Australia,36.17S,147.18E
1851,6,7.343,1.464,Albury,Australia,36.17S,147.18E
1851,7,6.716,1.241,Albury,Australia,36.17S,147.18E
1851,8,7.259,1.422,Albury,Australia,36.17S,147.18E
1851,9,9.516,1.273,Albury,Australia,36.17S,147.18E
1851,10,12.257,2.464,Albury,Australia,36.17S,147.18E
1851,11,14.505,1.802,Albury,Australia,36.17S,147.18E
1851,12,18.912,2.283,Albury,Australia,36.17S,147.18E
1852,1,20.548,3.1,Albury,Australia,36.17S,147.18E
1852,2,20.875,1.73,Albury,Australia,36.17S,147.18E
1852,3,17.406,2.022,Albury,Australia,36.17S,147.18E
1852,4,12.745,1.666,Albury,Australia,36.17S,147.18E
1852,5,9.064,1.974,Albury,Australia,36.17S,147.18E
1852,6,6.659,1.279,Albury,Australia,36.17S,147.18E
1852,7,6.255,1.307,Albury,Australia,36.17S,147.18E
1852,8,6.722,1.171,Albury,Australia,36.17S,147.18E
1852,9,9.403,1.227,Albury,Australia,36.17S,147.18E
1852,10,12.104,1.954,Albury,Australia,36.17S,147.18E
1852,11,15.075,1.854,Albury,Australia,36.17S,147.18E
1852,12,17.853,3.498,Albury,Australia,36.17S,147.18E
1853,1,19.84,1.76,Albury,Australia,36.17S,147.18E
1853,2,19.308,1.646,Albury,Australia,36.17S,147.18E
1853,3,16.597,1.905,Albury,Australia,36.17S,147.18E
1853,4,12.625,1.455,Albury,Australia,36.17S,147.18E
1853,5,8.904,1.433,Albury,Australia,36.17S,147.18E
1853,6,6.293,1.791,Albury,Australia,36.17S,147.18E
1853,7,6.374,1.117,Albury,Australia,36.17S,147.18E
1853,8,7.434,1.128,Albury,Australia,36.17S,147.18E
1853,9,8.816,1.788,Albury,Australia,36.17S,147.18E
1853,10,11.71,1.792,Albury,Australia,36.17S,147.18E
1853,11,15.133,1.812,Albury,Australia,36.17S,147.18E
1853,12,18.884,1.397,Albury,Australia,36.17S,147.18E
1854,1,20.76,1.595,Albury,Australia,36.17S,147.18E
1854,2,20.42,1.604,Albury,Australia,36.17S,147.18E
1854,3,16.903,2.718,Albury,Australia,36.17S,147.18E
1854,4,13.213,1.404,Albury,Australia,36.17S,147.18E
1854,5,9.113,1.515,Albury,Australia,36.17S,147.18E
1854,6,6.314,1.225,Albury,Australia,36.17S,147.18E
1854,7,6.403,1.324,Albury,Australia,36.17S,147.18E
1854,8,7.531,1.145,Albury,Australia,36.17S,147.18E
1854,9,8.661,1.579,Albury,Australia,36.17S,147.18E
1854,10,12.854,2.009,Albury,Australia,36.17S,147.18E
1854,11,15.073,1.983,Albury,Australia,36.17S,147.18E
1854,12,18.787,1.8,Albury,Australia,36.17S,147.18E
1855,1,,,Albury,Australia,36.17S,147.18E
1855,2,,,Albury,Australia,36.17S,147.18E
1855,3,,,Albury,Australia,36.17S,147.18E
1855,4,,,Albury,Australia,36.17S,147.18E
1855,5,9.951,1.375,Albury,Australia,36.17S,147.18E
1855,6,6.984,1.312,Albury,Australia,36.17S,147.18E
1855,7,5.763,1.2,Albury,Australia,36.17S,147.18E
1855,8,7.189,0.996,Albury,Australia,36.17S,147.18E
1855,9,9.965,1.856,Albury,Australia,36.17S,147.18E
1855,10,13.186,2.107,Albury,Australia,36.17S,147.18E
1855,11,16.289,2.318,Albury,Australia,36.17S,147.18E
1855,12,18.585,3.031,Albury,Australia,36.17S,147.18E
1856,1,21.268,1.412,Albury,Australia,36.17S,147.18E
1856,2,21.196,2.255,Albury,Australia,36.17S,147.18E
1856,3,20.153,4.601,Albury,Australia,36.17S,147.18E
1856,4,14.098,2.045,Albury,Australia,36.17S,147.18E
1856,5,9.274,1.809,Albury,Australia,36.17S,147.18E
1856,6,7.276,1.735,Albury,Australia,36.17S,147.18E
1856,7,5.193,1.163,Albury,Australia,36.17S,147.18E
1856,8,7.524,1.963,Albury,Australia,36.17S,147.18E
1856,9,10.03,1.826,Albury,Australia,36.17S,147.18E
1856,10,12.523,1.83,Albury,Australia,36.17S,147.18E
1856,11,15.362,1.417,Albury,Australia,36.17S,147.18E
1856,12,17.63,1.803,Albury,Australia,36.17S,147.18E
1857,1,20.368,1.574,Albury,Australia,36.17S,147.18E
1857,2,22.57,4.252,Albury,Australia,36.17S,147.18E
1857,3,17.708,1.739,Albury,Australia,36.17S,147.18E
1857,4,14.092,2.822,Albury,Australia,36.17S,147.18E
1857,5,8.494,0.989,Albury,Australia,36.17S,147.18E
1857,6,6.716,0.962,Albury,Australia,36.17S,147.18E
1857,7,6.261,0.997,Albury,Australia,36.17S,147.18E
1857,8,7.477,1.427,Albury,Australia,36.17S,147.18E
1857,9,9.428,1.345,Albury,Australia,36.17S,147.18E
1857,10,12.368,1.449,Albury,Australia,36.17S,147.18E
1857,11,15.608,1.26,Albury,Australia,36.17S,147.18E
1857,12,20.351,2.26,Albury,Australia,36.17S,147.18E
1858,1,23.884,3.021,Albury,Australia,36.17S,147.18E
1858,2,21.036,1.312,Albury,Australia,36.17S,147.18E
1858,3,19.15,1.388,Albury,Australia,36.17S,147.18E
1858,4,13.506,1.641,Albury,Australia,36.17S,147.18E
1858,5,9.83,1.254,Albury,Australia,36.17S,147.18E
1858,6,6.707,1.113,Albury,Australia,36.17S,147.18E
1858,7,5.156,1.279,Albury,Australia,36.17S,147.18E
1858,8,7.192,1.152,Albury,Australia,36.17S,147.18E
1858,9,9.365,1.033,Albury,Australia,36.17S,147.18E
1858,10,13.395,1.112,Albury,Australia,36.17S,147.18E
1858,11,17.042,1.873,Albury,Australia,36.17S,147.18E
1858,12,18.843,1.67,Albury,Australia,36.17S,147.18E
1859,1,20.838,0.671,Albury,Australia,36.17S,147.18E
1859,2,19.941,0.962,Albury,Australia,36.17S,147.18E
1859,3,17.287,0.98,Albury,Australia,36.17S,147.18E
1859,4,12.559,0.857,Albury,Australia,36.17S,147.18E
1859,5,9.23,0.9,Albury,Australia,36.17S,147.18E
1859,6,6.419,1.383,Albury,Australia,36.17S,147.18E
1859,7,5.073,1.43,Albury,Australia,36.17S,147.18E
1859,8,7.653,1.292,Albury,Australia,36.17S,147.18E
1859,9,9.12,1.306,Albury,Australia,36.17S,147.18E
1859,10,13.507,1.116,Albury,Australia,36.17S,147.18E
1859,11,16.017,1.951,Albury,Australia,36.17S,147.18E
1859,12,19.912,2.902,Albury,Australia,36.17S,147.18E
1860,1,21.5,2.534,Albury,Australia,36.17S,147.18E
1860,2,19.518,1.137,Albury,Australia,36.17S,147.18E
1860,3,18.359,2.579,Albury,Australia,36.17S,147.18E
1860,4,13.669,0.681,Albury,Australia,36.17S,147.18E
1860,5,9.525,1.201,Albury,Australia,36.17S,147.18E
1860,6,6.803,0.686,Albury,Australia,36.17S,147.18E
1860,7,5.899,0.686,Albury,Australia,36.17S,147.18E
1860,8,6.988,0.974,Albury,Australia,36.17S,147.18E
1860,9,9.665,0.82,Albury,Australia,36.17S,147.18E
1860,10,12.261,0.475,Albury,Australia,36.17S,147.18E
1860,11,15.521,1.959,Albury,Australia,36.17S,147.18E
1860,12,18.443,2.388,Albury,Australia,36.17S,147.18E
1861,1,20.615,1.981,Albury,Australia,36.17S,147.18E
1861,2,19.871,1.311,Albury,Australia,36.17S,147.18E
1861,3,19.17,0.447,Albury,Australia,36.17S,147.18E
1861,4,13.886,0.85,Albury,Australia,36.17S,147.18E
1861,5,8.811,0.774,Albury,Australia,36.17S,147.18E
1861,6,7.49,1.947,Albury,Australia,36.17S,147.18E
1861,7,5.48,1.276,Albury,Australia,36.17S,147.18E
1861,8,6.767,0.528,Albury,Australia,36.17S,147.18E
1861,9,9.536,0.387,Albury,Australia,36.17S,147.18E
1861,10,13.653,0.391,Albury,Australia,36.17S,147.18E
1861,11,15.681,1.646,Albury,Australia,36.17S,147.18E
1861,12,18.041,2.051,Albury,Australia,36.17S,147.18E
1862,1,20.861,1.32,Albury,Australia,36.17S,147.18E
1862,2,21.29,1.204,Albury,Australia,36.17S,147.18E
1862,3,18.856,1.104,Albury,Australia,36.17S,147.18E
1862,4,12.404,1.037,Albury,Australia,36.17S,147.18E
1862,5,9.223,1.694,Albury,Australia,36.17S,147.18E
1862,6,6.814,1.251,Albury,Australia,36.17S,147.18E
1862,7,6.085,0.942,Albury,Australia,36.17S,147.18E
1862,8,6.628,1.23,Albury,Australia,36.17S,147.18E
1862,9,10.144,1.22,Albury,Australia,36.17S,147.18E
1862,10,13.207,1.302,Albury,Australia,36.17S,147.18E
1862,11,18.213,1.659,Albury,Australia,36.17S,147.18E
1862,12,19.459,1.429,Albury,Australia,36.17S,147.18E
1863,1,21.844,2.299,Albury,Australia,36.17S,147.18E
1863,2,20.723,2.968,Albury,Australia,36.17S,147.18E
1863,3,18.113,0.436,Albury,Australia,36.17S,147.18E
1863,4,13.24,1.472,Albury,Australia,36.17S,147.18E
1863,5,9.175,0.975,Albury,Australia,36.17S,147.18E
1863,6,7.176,1.311,Albury,Australia,36.17S,147.18E
1863,7,6.169,1.151,Albury,Australia,36.17S,147.18E
1863,8,6.498,1.105,Albury,Australia,36.17S,147.18E
1863,9,8.684,0.977,Albury,Australia,36.17S,147.18E
1863,10,12.04,0.848,Albury,Australia,36.17S,147.18E
1863,11,15.221,0.935,Albury,Australia,36.17S,147.18E
1863,12,17.779,1.565,Albury,Australia,36.17S,147.18E
1864,1,20.287,0.983,Albury,Australia,36.17S,147.18E
1864,2,19.033,1.432,Albury,Australia,36.17S,147.18E
1864,3,17.381,1.007,Albury,Australia,36.17S,147.18E
1864,4,13.958,1.213,Albury,Australia,36.17S,147.18E
1864,5,9.603,0.794,Albury,Australia,36.17S,147.18E
1864,6,6.836,1.213,Albury,Australia,36.17S,147.18E
1864,7,5.978,1.211,Albury,Australia,36.17S,147.18E
1864,8,6.926,1.423,Albury,Australia,36.17S,147.18E
1864,9,10.729,1.446,Albury,Australia,36.17S,147.18E
1864,10,11.91,1.01,Albury,Australia,36.17S,147.18E
1864,11,15.784,1.392,Albury,Australia,36.17S,147.18E
1864,12,17.972,1.534,Albury,Australia,36.17S,147.18E
1865,1,19.634,0.521,Albury,Australia,36.17S,147.18E
1865,2,19.833,1.07,Albury,Australia,36.17S,147.18E
1865,3,17.554,0.575,Albury,Australia,36.17S,147.18E
1865,4,14.307,1.146,Albury,Australia,36.17S,147.18E
1865,5,8.515,1.492,Albury,Australia,36.17S,147.18E
1865,6,6.748,1.081,Albury,Australia,36.17S,147.18E
1865,7,5.219,1.045,Albury,Australia,36.17S,147.18E
1865,8,7.25,0.814,Albury,Australia,36.17S,147.18E
1865,9,10.243,1.04,Albury,Australia,36.17S,147.18E
1865,10,12.752,1.09,Albury,Australia,36.17S,147.18E
1865,11,16.92,1.035,Albury,Australia,36.17S,147.18E
1865,12,18.106,1.733,Albury,Australia,36.17S,147.18E
1866,1,20.825,0.531,Albury,Australia,36.17S,147.18E
1866,2,21.1,1.163,Albury,Australia,36.17S,147.18E
1866,3,17.554,0.755,Albury,Australia,36.17S,147.18E
1866,4,14.599,1.036,Albury,Australia,36.17S,147.18E
1866,5,11.087,1.175,Albury,Australia,36.17S,147.18E
1866,6,7.498,1.565,Albury,Australia,36.17S,147.18E
1866,7,5.739,1.016,Albury,Australia,36.17S,147.18E
1866,8,7.492,0.962,Albury,Australia,36.17S,147.18E
1866,9,9.782,0.845,Albury,Australia,36.17S,147.18E
1866,10,13.115,0.827,Albury,Australia,36.17S,147.18E
1866,11,14.956,0.855,Albury,Australia,36.17S,147.18E
1866,12,18.151,1.259,Albury,Australia,36.17S,147.18E
1867,1,20.644,1.393,Albury,Australia,36.17S,147.18E
1867,2,20.249,0.711,Albury,Australia,36.17S,147.18E
1867,3,17.578,1.213,Albury,Australia,36.17S,147.18E
1867,4,13.812,1.088,Albury,Australia,36.17S,147.18E
1867,5,10.626,1.027,Albury,Australia,36.17S,147.18E
1867,6,8.483,0.628,Albury,Australia,36.17S,147.18E
1867,7,7.113,1.219,Albury,Australia,36.17S,147.18E
1867,8,7.857,1.206,Albury,Australia,36.17S,147.18E
1867,9,9.96,0.713,Albury,Australia,36.17S,147.18E
1867,10,13.972,0.773,Albury,Australia,36.17S,147.18E
1867,11,16.513,2.344,Albury,Australia,36.17S,147.18E
1867,12,18.534,1.847,Albury,Australia,36.17S,147.18E
1868,1,19.732,0.591,Albury,Australia,36.17S,147.18E
1868,2,19.748,1.447,Albury,Australia,36.17S,147.18E
1868,3,18.821,0.791,Albury,Australia,36.17S,147.18E
1868,4,13.293,1.195,Albury,Australia,36.17S,147.18E
1868,5,9.865,1.435,Albury,Australia,36.17S,147.18E
1868,6,7.451,0.822,Albury,Australia,36.17S,147.18E
1868,7,6.325,0.692,Albury,Australia,36.17S,147.18E
1868,8,7.003,1.071,Albury,Australia,36.17S,147.18E
1868,9,10.756,0.551,Albury,Australia,36.17S,147.18E
1868,10,14.146,1.044,Albury,Australia,36.17S,147.18E
1868,11,16.648,1.292,Albury,Australia,36.17S,147.18E
1868,12,19.388,1.125,Albury,Australia,36.17S,147.18E
1869,1,21.027,1.527,Albury,Australia,36.17S,147.18E
1869,2,19.875,1.321,Albury,Australia,36.17S,147.18E
1869,3,18.33,1.309,Albury,Australia,36.17S,147.18E
1869,4,13.303,1.529,Albury,Australia,36.17S,147.18E
1869,5,9.092,1.077,Albury,Australia,36.17S,147.18E
1869,6,7.548,0.768,Albury,Australia,36.17S,147.18E
1869,7,6.224,0.8,Albury,Australia,36.17S,147.18E
1869,8,8.013,1.529,Albury,Australia,36.17S,147.18E
1869,9,9.798,1.052,Albury,Australia,36.17S,147.18E
1869,10,12.395,0.692,Albury,Australia,36.17S,147.18E
1869,11,16.735,0.991,Albury,Australia,36.17S,147.18E
1869,12,19.413,1.183,Albury,Australia,36.17S,147.18E
1870,1,21.224,0.758,Albury,Australia,36.17S,147.18E
1870,2,21.146,1.186,Albury,Australia,36.17S,147.18E
1870,3,17.844,0.66,Albury,Australia,36.17S,147.18E
1870,4,14.093,1.129,Albury,Australia,36.17S,147.18E
1870,5,9.463,1.275,Albury,Australia,36.17S,147.18E
1870,6,7.504,0.919,Albury,Australia,36.17S,147.18E
1870,7,5.976,0.974,Albury,Australia,36.17S,147.18E
1870,8,7.158,0.95,Albury,Australia,36.17S,147.18E
1870,9,9.884,1.332,Albury,Australia,36.17S,147.18E
1870,10,13.835,0.88,Albury,Australia,36.17S,147.18E
1870,11,16.27,1.518,Albury,Australia,36.17S,147.18E
1870,12,18.756,1.124,Albury,Australia,36.17S,147.18E
1871,1,21.185,1.122,Albury,Australia,36.17S,147.18E
1871,2,21.263,1.581,Albury,Australia,36.17S,147.18E
1871,3,16.49,1.185,Albury,Australia,36.17S,147.18E
1871,4,13.602,0.954,Albury,Australia,36.17S,147.18E
1871,5,10.526,0.804,Albury,Australia,36.17S,147.18E
1871,6,7.298,0.436,Albury,Australia,36.17S,147.18E
1871,7,6.474,0.426,Albury,Australia,36.17S,147.18E
1871,8,7.834,0.686,Albury,Australia,36.17S,147.18E
1871,9,9.911,0.478,Albury,Australia,36.17S,147.18E
1871,10,12.148,1.158,Albury,Australia,36.17S,147.18E
1871,11,16.114,1.463,Albury,Australia,36.17S,147.18E
1871,12,19.988,0.962,Albury,Australia,36.17S,147.18E
1872,1,22.807,3.512,Albury,Australia,36.17S,147.18E
1872,2,20.764,1.087,Albury,Australia,36.17S,147.18E
1872,3,18.551,0.869,Albury,Australia,36.17S,147.18E
1872,4,12.045,1.039,Albury,Australia,36.17S,147.18E
1872,5,8.454,0.405,Albury,Australia,36.17S,147.18E
1872,6,7.596,1.115,Albury,Australia,36.17S,147.18E
1872,7,6.546,0.68,Albury,Australia,36.17S,147.18E
1872,8,5.675,1.362,Albury,Australia,36.17S,147.18E
1872,9,10.022,0.452,Albury,Australia,36.17S,147.18E
1872,10,12.403,0.783,Albury,Australia,36.17S,147.18E
1872,11,16.75,1.376,Albury,Australia,36.17S,147.18E
1872,12,17.957,1.576,Albury,Australia,36.17S,147.18E
1873,1,19.473,1.151,Albury,Australia,36.17S,147.18E
1873,2,20.093,1.485,Albury,Australia,36.17S,147.18E
1873,3,17.14,0.618,Albury,Australia,36.17S,147.18E
1873,4,13.366,1.624,Albury,Australia,36.17S,147.18E
1873,5,9.717,0.964,Albury,Australia,36.17S,147.18E
1873,6,8.907,1.075,Albury,Australia,36.17S,147.18E
1873,7,5.486,0.503,Albury,Australia,36.17S,147.18E
1873,8,8.238,0.222,Albury,Australia,36.17S,147.18E
1873,9,9.994,0.992,Albury,Australia,36.17S,147.18E
1873,10,13.51,0.635,Albury,Australia,36.17S,147.18E
1873,11,13.793,0.458,Albury,Australia,36.17S,147.18E
1873,12,19.83,1.199,Albury,Australia,36.17S,147.18E
1874,1,21.426,1.056,Albury,Australia,36.17S,147.18E
1874,2,19.743,0.595,Albury,Australia,36.17S,147.18E
1874,3,17.251,1.19,Albury,Australia,36.17S,147.18E
1874,4,14.267,0.195,Albury,Australia,36.17S,147.18E
1874,5,9.678,0.753,Albury,Australia,36.17S,147.18E
1874,6,6.544,0.949,Albury,Australia,36.17S,147.18E
1874,7,5.735,0.32,Albury,Australia,36.17S,147.18E
1874,8,6.059,1.01,Albury,Australia,36.17S,147.18E
1874,9,8.654,0.338,Albury,Australia,36.17S,147.18E
1874,10,14.579,1.373,Albury,Australia,36.17S,147.18E
1874,11,15.936,0.438,Albury,Australia,36.17S,147.18E
1874,12,18.901,0.966,Albury,Australia,36.17S,147.18E
1875,1,21.983,0.766,Albury,Australia,36.17S,147.18E
1875,2,20.148,1.369,Albury,Australia,36.17S,147.18E
1875,3,18.076,1.023,Albury,Australia,36.17S,147.18E
1875,4,13.617,0.593,Albury,Australia,36.17S,147.18E
1875,5,8.923,0.548,Albury,Australia,36.17S,147.18E
1875,6,7.93,1.188,Albury,Australia,36.17S,147.18E
1875,7,5.793,1.045,Albury,Australia,36.17S,147.18E
1875,8,7.956,0.322,Albury,Australia,36.17S,147.18E
1875,9,9.665,0.649,Albury,Australia,36.17S,147.18E
1875,10,13.071,0.809,Albury,Australia,36.17S,147.18E
1875,11,14.916,0.811,Albury,Australia,36.17S,147.18E
1875,12,17.068,1.576,Albury,Australia,36.17S,147.18E
1876,1,20.742,0.798,Albury,Australia,36.17S,147.18E
1876,2,20.938,1.364,Albury,Australia,36.17S,147.18E
1876,3,19.91,1.34,Albury,Australia,36.17S,147.18E
1876,4,12.876,0.819,Albury,Australia,36.17S,147.18E
1876,5,9.92,1.029,Albury,Australia,36.17S,147.18E
1876,6,6.526,0.842,Albury,Australia,36.17S,147.18E
1876,7,5.712,0.991,Albury,Australia,36.17S,147.18E
1876,8,7.328,1.164,Albury,Australia,36.17S,147.18E
1876,9,10.04,1.253,Albury,Australia,36.17S,147.18E
1876,10,13.017,0.899,Albury,Australia,36.17S,147.18E
1876,11,15.556,0.907,Albury,Australia,36.17S,147.18E
1876,12,19.708,1.101,Albury,Australia,36.17S,147.18E
1877,1,20.764,1.264,Albury,Australia,36.17S,147.18E
1877,2,21.49,1.357,Albury,Australia,36.17S,147.18E
1877,3,18.205,0.912,Albury,Australia,36.17S,147.18E
1877,4,13.598,1.291,Albury,Australia,36.17S,147.18E
1877,5,9.618,1.029,Albury,Australia,36.17S,147.18E
1877,6,6.457,1.791,Albury,Australia,36.17S,147.18E
1877,7,6.521,0.464,Albury,Australia,36.17S,147.18E
1877,8,7.331,0.592,Albury,Australia,36.17S,147.18E
1877,9,9.695,0.198,Albury,Australia,36.17S,147.18E
1877,10,12.225,0.844,Albury,Australia,36.17S,147.18E
1877,11,16.114,1.484,Albury,Australia,36.17S,147.18E
1877,12,19.253,1.442,Albury,Australia,36.17S,147.18E
1878,1,22.317,2.098,Albury,Australia,36.17S,147.18E
1878,2,20.775,1.027,Albury,Australia,36.17S,147.18E
1878,3,19.526,0.898,Albury,Australia,36.17S,147.18E
1878,4,14.257,0.644,Albury,Australia,36.17S,147.18E
1878,5,9.278,0.908,Albury,Australia,36.17S,147.18E
1878,6,5.32,1.283,Albury,Australia,36.17S,147.18E
1878,7,6.415,0.661,Albury,Australia,36.17S,147.18E
