Year,Month,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1916,2,21.303,0.459,Albury,Australia,36.17S,147.18E
1916,3,17.577,0.527,Albury,Australia,36.17S,147.18E
1916,4,12.311,0.443,Albury,Australia,36.17S,147.18E
1916,5,9.385,0.263,Albury,Australia,36.17S,147.18E
1916,6,6.67,0.182,Albury,Australia,36.17S,147.18E
1916,7,6.128,0.082,Albury,Australia,36.17S,147.18E
1916,8,6.638,0.416,Albury,Australia,36.17S,147.18E
1916,9,11.183,0.502,Albury,Australia,36.17S,147.18E
1916,10,11.926,0.465,Albury,Australia,36.17S,147.18E
1916,11,13.244,0.422,Albury,Australia,36.17S,147.18E
1916,12,18.472,0.531,Albury,Australia,36.17S,147.18E
1917,1,21.083,0.492,Albury,Australia,36.17S,147.18E
1917,2,18.967,0.536,Albury,Australia,36.17S,147.18E
1917,3,17.143,0.427,Albury,Australia,36.17S,147.18E
1917,4,11.679,0.494,Albury,Australia,36.17S,147.18E
1917,5,8.463,0.413,Albury,Australia,36.17S,147.18E
1917,6,6.954,0.261,Albury,Australia,36.17S,147.18E
1917,7,6.201,0.531,Albury,Australia,36.17S,147.18E
1917,8,7.259,0.26,Albury,Australia,36.17S,147.18E
1917,9,10.045,0.51,Albury,Australia,36.17S,147.18E
1917,10,12.41,0.527,Albury,Australia,36.17S,147.18E
1917,11,14.847,0.619,Albury,Australia,36.17S,147.18E
1917,12,19.791,0.491,Albury,Australia,36.17S,147.18E
1918,1,20.587,0.389,Albury,Australia,36.17S,147.18E
1918,2,19.445,0.561,Albury,Australia,36.17S,147.18E
1918,3,17.045,0.439,Albury,Australia,36.17S,147.18E
1918,4,12.717,0.18,Albury,Australia,36.17S,147.18E
1918,5,10.418,0.468,Albury,Australia,36.17S,147.18E
1918,6,7.18,0.331,Albury,Australia,36.17S,147.18E
1918,7,5.331,0.213,Albury,Australia,36.17S,147.18E
1918,8,8.15,0.36,Albury,Australia,36.17S,147.18E
1918,9,10.129,0.249,Albury,Australia,36.17S,147.18E
1918,10,11.561,0.338,Albury,Australia,36.17S,147.18E
1918,11,16.118,0.414,Albury,Australia,36.17S,147.18E
1918,12,18.634,0.352,Albury,Australia,36.17S,147.18E
1919,1,21.117,0.464,Albury,Australia,36.17S,147.18E
1919,2,22.654,0.417,Albury,Australia,36.17S,147.18E
1919,3,16.73,0.619,Albury,Australia,36.17S,147.18E
1919,4,14.83,0.538,Albury,Australia,36.17S,147.18E
1919,5,11.164,0.469,Albury,Australia,36.17S,147.18E
1919,6,7.561,0.33,Albury,Australia,36.17S,147.18E
1919,7,5.837,0.496,Albury,Australia,36.17S,147.18E
1919,8,7.239,0.212,Albury,Australia,36.17S,147.18E
1919,9,10.973,0.274,Albury,Australia,36.17S,147.18E
1919,10,14.125,0.199,Albury,Australia,36.17S,147.18E
1919,11,18.443,0.555,Albury,Australia,36.17S,147.18E
1919,12,20.938,0.368,Albury,Australia,36.17S,147.18E
1920,1,20.26,0.602,Albury,Australia,36.17S,147.18E
1920,2,21.761,0.365,Albury,Australia,36.17S,147.18E
1920,3,16.87,0.246,Albury,Australia,36.17S,147.18E
1920,4,13.02,0.669,Albury,Australia,36.17S,147.18E
1920,5,8.368,0.554,Albury,Australia,36.17S,147.18E
1920,6,7.638,0.316,Albury,Australia,36.17S,147.18E
1920,7,6.396,0.278,Albury,Australia,36.17S,147.18E
1920,8,6.976,0.234,Albury,Australia,36.17S,147.18E
1920,9,10.284,0.253,Albury,Australia,36.17S,147.18E
1920,10,13.638,0.407,Albury,Australia,36.17S,147.18E
1920,11,16.513,0.437,Albury,Australia,36.17S,147.18E
1920,12,19.498,0.516,Albury,Australia,36.17S,147.18E
1921,1,21.766,0.485,Albury,Australia,36.17S,147.18E
1921,2,21.986,0.502,Albury,Australia,36.17S,147.18E
1921,3,17.434,0.368,Albury,Australia,36.17S,147.18E
1921,4,13.66,0.487,Albury,Australia,36.17S,147.18E
1921,5,11.29,0.295,Albury,Australia,36.17S,147.18E
1921,6,7.592,0.431,Albury,Australia,36.17S,147.18E
1921,7,7.082,0.32,Albury,Australia,36.17S,147.18E
1921,8,6.626,0.324,Albury,Australia,36.17S,147.18E
1921,9,10.729,0.27,Albury,Australia,36.17S,147.18E
1921,10,11.808,0.375,Albury,Australia,36.17S,147.18E
1921,11,17.437,0.448,Albury,Australia,36.17S,147.18E
1921,12,18.838,0.428,Albury,Australia,36.17S,147.18E
1922,1,19.352,0.308,Albury,Australia,36.17S,147.18E
1922,2,21.953,0.363,Albury,Australia,36.17S,147.18E
1922,3,17.345,0.306,Albury,Australia,36.17S,147.18E
1922,4,14.689,0.504,Albury,Australia,36.17S,147.18E
1922,5,10.148,0.396,Albury,Australia,36.17S,147.18E
1922,6,7.219,0.26,Albury,Australia,36.17S,147.18E
1922,7,6.692,0.305,Albury,Australia,36.17S,147.18E
1922,8,6.799,0.38,Albury,Australia,36.17S,147.18E
1922,9,9.938,0.361,Albury,Australia,36.17S,147.18E
1922,10,12.992,0.431,Albury,Australia,36.17S,147.18E
1922,11,16.818,0.289,Albury,Australia,36.17S,147.18E
1922,12,19.354,0.302,Albury,Australia,36.17S,147.18E
1923,1,19.69,0.357,Albury,Australia,36.17S,147.18E
1923,2,22.039,0.739,Albury,Australia,36.17S,147.18E
1923,3,19.002,0.382,Albury,Australia,36.17S,147.18E
1923,4,15.136,0.556,Albury,Australia,36.17S,147.18E
1923,5,10.493,0.289,Albury,Australia,36.17S,147.18E
1923,6,7.886,0.247,Albury,Australia,36.17S,147.18E
1923,7,6.549,0.259,Albury,Australia,36.17S,147.18E
1923,8,7.388,0.208,Albury,Australia,36.17S,147.18E
1923,9,9.313,0.287,Albury,Australia,36.17S,147.18E
1923,10,12.205,0.095,Albury,Australia,36.17S,147.18E
1923,11,13.617,0.459,Albury,Australia,36.17S,147.18E
1923,12,19.831,0.339,Albury,Australia,36.17S,147.18E
1924,1,18.876,0.34,Albury,Australia,36.17S,147.18E
1924,2,18.98,0.301,Albury,Australia,36.17S,147.18E
1924,3,17.417,0.309,Albury,Australia,36.17S,147.18E
1924,4,11.103,0.244,Albury,Australia,36.17S,147.18E
1924,5,8.941,0.342,Albury,Australia,36.17S,147.18E
1924,6,6.18,0.288,Albury,Australia,36.17S,147.18E
1924,7,6.081,0.383,Albury,Australia,36.17S,147.18E
1924,8,7.76,0.364,Albury,Australia,36.17S,147.18E
1924,9,10.305,0.215,Albury,Australia,36.17S,147.18E
1924,10,12.37,0.372,Albury,Australia,36.17S,147.18E
1924,11,14.894,0.762,Albury,Australia,36.17S,147.18E
1924,12,16.937,0.255,Albury,Australia,36.17S,147.18E
1925,1,18.994,0.547,Albury,Australia,36.17S,147.18E
1925,2,18.629,0.723,Albury,Australia,36.17S,147.18E
1925,3,16.782,0.421,Albury,Australia,36.17S,147.18E
1925,4,13.816,0.344,Albury,Australia,36.17S,147.18E
1925,5,10.592,0.466,Albury,Australia,36.17S,147.18E
1925,6,7.767,0.504,Albury,Australia,36.17S,147.18E
1925,7,5.398,0.259,Albury,Australia,36.17S,147.18E
1925,8,6.805,0.324,Albury,Australia,36.17S,147.18E
1925,9,8.3,0.224,Albury,Australia,36.17S,147.18E
1925,10,12.862,0.26,Albury,Australia,36.17S,147.18E
1925,11,16.832,0.482,Albury,Australia,36.17S,147.18E
1925,12,19.144,0.416,Albury,Australia,36.17S,147.18E
1926,1,19.73,0.407,Albury,Australia,36.17S,147.18E
1926,2,22.101,0.828,Albury,Australia,36.17S,147.18E
1926,3,18.945,0.332,Albury,Australia,36.17S,147.18E
1926,4,13.822,0.286,Albury,Australia,36.17S,147.18E
1926,5,8.462,0.28,Albury,Australia,36.17S,147.18E
1926,6,7.613,0.515,Albury,Australia,36.17S,147.18E
1926,7,6.916,0.349,Albury,Australia,36.17S,147.18E
1926,8,7.438,0.324,Albury,Australia,36.17S,147.18E
1926,9,10.835,0.494,Albury,Australia,36.17S,147.18E
1926,10,12.63,0.539,Albury,Australia,36.17S,147.18E
1926,11,15.618,0.277,Albury,Australia,36.17S,147.18E
1926,12,18.624,0.256,Albury,Australia,36.17S,147.18E
1927,1,21.371,0.39,Albury,Australia,36.17S,147.18E
1927,2,20,0.478,Albury,Australia,36.17S,147.18E
1927,3,17.222,0.478,Albury,Australia,36.17S,147.18E
1927,4,12.891,0.171,Albury,Australia,36.17S,147.18E
1927,5,8.474,0.282,Albury,Australia,36.17S,147.18E
1927,6,5.524,0.118,Albury,Australia,36.17S,147.18E
1927,7,5.671,0.315,Albury,Australia,36.17S,147.18E
1927,8,6.536,0.27,Albury,Australia,36.17S,147.18E
1927,9,9.532,0.272,Albury,Australia,36.17S,147.18E
1927,10,13.615,0.353,Albury,Australia,36.17S,147.18E
1927,11,17.909,0.387,Albury,Australia,36.17S,147.18E
1927,12,19.668,0.471,Albury,Australia,36.17S,147.18E
1928,1,19.711,0.575,Albury,Australia,36.17S,147.18E
1928,2,21.206,0.39,Albury,Australia,36.17S,147.18E
1928,3,18.529,0.358,Albury,Australia,36.17S,147.18E
1928,4,14.005,0.274,Albury,Australia,36.17S,147.18E
1928,5,8.44,0.292,Albury,Australia,36.17S,147.18E
1928,6,6.672,0.366,Albury,Australia,36.17S,147.18E
1928,7,6.548,0.293,Albury,Australia,36.17S,147.18E
1928,8,8.018,0.377,Albury,Australia,36.17S,147.18E
1928,9,11.474,0.186,Albury,Australia,36.17S,147.18E
1928,10,11.495,0.303,Albury,Australia,36.17S,147.18E
1928,11,16.76,0.452,Albury,Australia,36.17S,147.18E
1928,12,20.055,0.33,Albury,Australia,36.17S,147.18E
1929,1,21.26,0.232,Albury,Australia,36.17S,147.18E
1929,2,22.464,0.293,Albury,Australia,36.17S,147.18E
1929,3,17.848,0.198,Albury,Australia,36.17S,147.18E
1929,4,12.51,0.218,Albury,Australia,36.17S,147.18E
1929,5,9.431,0.281,Albury,Australia,36.17S,147.18E
1929,6,6.057,0.363,Albury,Australia,36.17S,147.18E
1929,7,4.608,0.347,Albury,Australia,36.17S,147.18E
1929,8,6.83,0.403,Albury,Australia,36.17S,147.18E
1929,9,9.267,0.278,Albury,Australia,36.17S,147.18E
1929,10,12.741,0.279,Albury,Australia,36.17S,147.18E
1929,11,15.428,0.33,Albury,Australia,36.17S,147.18E
1929,12,17.313,0.282,Albury,Australia,36.17S,147.18E
1930,1,20.863,0.272,Albury,Australia,36.17S,147.18E
1930,2,24.036,0.187,Albury,Australia,36.17S,147.18E
1930,3,19.187,0.52,Albury,Australia,36.17S,147.18E
1930,4,13.096,0.305,Albury,Australia,36.17S,147.18E
1930,5,10.116,0.239,Albury,Australia,36.17S,147.18E
1930,6,7.582,0.557,Albury,Australia,36.17S,147.18E
1930,7,7.163,0.227,Albury,Australia,36.17S,147.18E
1930,8,7.447,0.111,Albury,Australia,36.17S,147.18E
1930,9,9.271,0.262,Albury,Australia,36.17S,147.18E
1930,10,13.975,0.125,Albury,Australia,36.17S,147.18E
1930,11,15.638,0.174,Albury,Australia,36.17S,147.18E
1930,12,18.867,0.2,Albury,Australia,36.17S,147.18E
1931,1,18.387,0.352,Albury,Australia,36.17S,147.18E
1931,2,20.078,0.475,Albury,Australia,36.17S,147.18E
1931,3,17.568,0.371,Albury,Australia,36.17S,147.18E
1931,4,12.209,0.319,Albury,Australia,36.17S,147.18E
1931,5,10.202,0.232,Albury,Australia,36.17S,147.18E
1931,6,7.187,0.192,Albury,Australia,36.17S,147.18E
1931,7,6.221,0.225,Albury,Australia,36.17S,147.18E
1931,8,7.118,0.193,Albury,Australia,36.17S,147.18E
1931,9,9.57,0.36,Albury,Australia,36.17S,147.18E
1931,10,12.075,0.225,Albury,Australia,36.17S,147.18E
1931,11,15.487,0.185,Albury,Australia,36.17S,147.18E
1931,12,19.603,0.535,Albury,Australia,36.17S,147.18E
1932,1,23.191,0.388,Albury,Australia,36.17S,147.18E
1932,2,19.188,0.339,Albury,Australia,36.17S,147.18E
1932,3,17.464,0.298,Albury,Australia,36.17S,147.18E
1932,4,12.575,0.258,Albury,Australia,36.17S,147.18E
1932,5,9.946,0.236,Albury,Australia,36.17S,147.18E
1932,6,6.123,0.278,Albury,Australia,36.17S,147.18E
1932,7,5.569,0.402,Albury,Australia,36.17S,147.18E
1932,8,7.664,0.223,Albury,Australia,36.17S,147.18E
1932,9,10.806,0.236,Albury,Australia,36.17S,147.18E
1932,10,10.961,0.167,Albury,Australia,36.17S,147.18E
1932,11,16.751,0.307,Albury,Australia,36.17S,147.18E
1932,12,17.769,0.458,Albury,Australia,36.17S,147.18E
1933,1,19.444,0.438,Albury,Australia,36.17S,147.18E
1933,2,19.402,0.327,Albury,Australia,36.17S,147.18E
1933,3,18.451,0.446,Albury,Australia,36.17S,147.18E
1933,4,13.197,0.216,Albury,Australia,36.17S,147.18E
1933,5,9.583,0.253,Albury,Australia,36.17S,147.18E
1933,6,7.61,0.226,Albury,Australia,36.17S,147.18E
1933,7,6.952,0.278,Albury,Australia,36.17S,147.18E
1933,8,6.322,0.199,Albury,Australia,36.17S,147.18E
1933,9,9.854,0.122,Albury,Australia,36.17S,147.18E
1933,10,13.855,0.335,Albury,Australia,36.17S,147.18E
1933,11,16.612,0.665,Albury,Australia,36.17S,147.18E
1933,12,18.168,0.439,Albury,Australia,36.17S,147.18E
1934,1,21.078,0.602,Albury,Australia,36.17S,147.18E
1934,2,20.358,0.58,Albury,Australia,36.17S,147.18E
1934,3,19.641,0.371,Albury,Australia,36.17S,147.18E
1934,4,12.798,0.293,Albury,Australia,36.17S,147.18E
1934,5,10.266,0.359,Albury,Australia,36.17S,147.18E
1934,6,6.579,0.281,Albury,Australia,36.17S,147.18E
1934,7,7.226,0.192,Albury,Australia,36.17S,147.18E
1934,8,7.693,0.203,Albury,Australia,36.17S,147.18E
1934,9,10.297,0.336,Albury,Australia,36.17S,147.18E
1934,10,11.896,0.15,Albury,Australia,36.17S,147.18E
1934,11,16.252,0.134,Albury,Australia,36.17S,147.18E
1934,12,17.997,0.246,Albury,Australia,36.17S,147.18E
1935,1,19.65,0.385,Albury,Australia,36.17S,147.18E
1935,2,19.553,0.451,Albury,Australia,36.17S,147.18E
1935,3,16.875,0.456,Albury,Australia,36.17S,147.18E
1935,4,12.889,0.242,Albury,Australia,36.17S,147.18E
1935,5,8.602,0.156,Albury,Australia,36.17S,147.18E
1935,6,6.538,0.29,Albury,Australia,36.17S,147.18E
1935,7,5.99,0.24,Albury,Australia,36.17S,147.18E
1935,8,8.421,0.25,Albury,Australia,36.17S,147.18E
1935,9,9.816,0.175,Albury,Australia,36.17S,147.18E
1935,10,12.924,0.208,Albury,Australia,36.17S,147.18E
1935,11,15.852,0.266,Albury,Australia,36.17S,147.18E
1935,12,18.506,0.27,Albury,Australia,36.17S,147.18E
1936,1,20.588,0.357,Albury,Australia,36.17S,147.18E
1936,2,20.416,0.201,Albury,Australia,36.17S,147.18E
1936,3,18.205,0.278,Albury,Australia,36.17S,147.18E
1936,4,11.98,0.193,Albury,Australia,36.17S,147.18E
1936,5,9.532,0.496,Albury,Australia,36.17S,147.18E
1936,6,6.099,0.3,Albury,Australia,36.17S,147.18E
1936,7,6.794,0.19,Albury,Australia,36.17S,147.18E
1936,8,8.275,0.384,Albury,Australia,36.17S,147.18E
1936,9,9.012,0.34,Albury,Australia,36.17S,147.18E
1936,10,12.619,0.345,Albury,Australia,36.17S,147.18E
1936,11,15.397,0.289,Albury,Australia,36.17S,147.18E
1936,12,19.172,0.306,Albury,Australia,36.17S,147.18E
1937,1,18.855,0.37,Albury,Australia,36.17S,147.18E
1937,2,20.706,0.214,Albury,Australia,36.17S,147.18E
1937,3,17.979,0.321,Albury,Australia,36.17S,147.18E
1937,4,12.253,0.328,Albury,Australia,36.17S,147.18E
1937,5,9.076,0.204,Albury,Australia,36.17S,147.18E
1937,6,6.779,0.326,Albury,Australia,36.17S,147.18E
1937,7,5.742,0.145,Albury,Australia,36.17S,147.18E
1937,8,9.141,0.247,Albury,Australia,36.17S,147.18E
1937,9,10.826,0.211,Albury,Australia,36.17S,147.18E
1937,10,14.558,0.157,Albury,Australia,36.17S,147.18E
1937,11,18.057,0.279,Albury,Australia,36.17S,147.18E
1937,12,19.884,0.282,Albury,Australia,36.17S,147.18E
1938,1,21.016,0.196,Albury,Australia,36.17S,147.18E
1938,2,19.963,0.288,Albury,Australia,36.17S,147.18E
1938,3,19.833,0.212,Albury,Australia,36.17S,147.18E
1938,4,14.945,0.432,Albury,Australia,36.17S,147.18E
1938,5,11.607,0.395,Albury,Australia,36.17S,147.18E
1938,6,6.693,0.207,Albury,Australia,36.17S,147.18E
1938,7,5.584,0.327,Albury,Australia,36.17S,147.18E
1938,8,7.559,0.258,Albury,Australia,36.17S,147.18E
1938,9,10.262,0.276,Albury,Australia,36.17S,147.18E
1938,10,15.039,0.424,Albury,Australia,36.17S,147.18E
1938,11,18.836,0.491,Albury,Australia,36.17S,147.18E
1938,12,19.392,0.258,Albury,Australia,36.17S,147.18E
1939,1,24.998,0.75,Albury,Australia,36.17S,147.18E
1939,2,23.866,0.53,Albury,Australia,36.17S,147.18E
1939,3,17.846,0.26,Albury,Australia,36.17S,147.18E
1939,4,13.857,0.235,Albury,Australia,36.17S,147.18E
1939,5,11.338,0.195,Albury,Australia,36.17S,147.18E
1939,6,7.511,0.203,Albury,Australia,36.17S,147.18E
1939,7,5.07,0.182,Albury,Australia,36.17S,147.18E
1939,8,7.601,0.107,Albury,Australia,36.17S,147.18E
1939,9,9.833,0.225,Albury,Australia,36.17S,147.18E
1939,10,11.95,0.139,Albury,Australia,36.17S,147.18E
1939,11,14.787,0.216,Albury,Australia,36.17S,147.18E
1939,12,17.533,0.277,Albury,Australia,36.17S,147.18E
1940,1,21.424,0.154,Albury,Australia,36.17S,147.18E
1940,2,19.493,0.209,Albury,Australia,36.17S,147.18E
1940,3,20.902,0.243,Albury,Australia,36.17S,147.18E
1940,4,13.1,0.216,Albury,Australia,36.17S,147.18E
1940,5,8.59,0.123,Albury,Australia,36.17S,147.18E
1940,6,6.231,0.33,Albury,Australia,36.17S,147.18E
1940,7,6.66,0.338,Albury,Australia,36.17S,147.18E
1940,8,7.387,0.35,Albury,Australia,36.17S,147.18E
1940,9,10.421,0.355,Albury,Australia,36.17S,147.18E
1940,10,14.529,0.329,Albury,Australia,36.17S,147.18E
1940,11,15.706,0.132,Albury,Australia,36.17S,147.18E
1940,12,21.022,0.237,Albury,Australia,36.17S,147.18E
1941,1,20.344,0.212,Albury,Australia,36.17S,147.18E
1941,2,19.478,0.362,Albury,Australia,36.17S,147.18E
1941,3,16.023,0.358,Albury,Australia,36.17S,147.18E
1941,4,14.958,0.293,Albury,Australia,36.17S,147.18E
1941,5,9.253,0.275,Albury,Australia,36.17S,147.18E
1941,6,6.923,0.205,Albury,Australia,36.17S,147.18E
1941,7,6.401,0.223,Albury,Australia,36.17S,147.18E
1941,8,7.238,0.223,Albury,Australia,36.17S,147.18E
1941,9,10.02,0.246,Albury,Australia,36.17S,147.18E
1941,10,11.57,0.255,Albury,Australia,36.17S,147.18E
1941,11,17.148,0.296,Albury,Australia,36.17S,147.18E
1941,12,19.547,0.155,Albury,Australia,36.17S,147.18E
1942,1,22.008,0.25,Albury,Australia,36.17S,147.18E
1942,2,20.769,0.299,Albury,Australia,36.17S,147.18E
1942,3,18.601,0.321,Albury,Australia,36.17S,147.18E
1942,4,13.792,0.274,Albury,Australia,36.17S,147.18E
1942,5,11.023,0.414,Albury,Australia,36.17S,147.18E
1942,6,7.681,0.33,Albury,Australia,36.17S,147.18E
1942,7,6.313,0.402,Albury,Australia,36.17S,147.18E
1942,8,7.844,0.287,Albury,Australia,36.17S,147.18E
1942,9,9.732,0.202,Albury,Australia,36.17S,147.18E
1942,10,12.772,0.19,Albury,Australia,36.17S,147.18E
1942,11,16.136,0.228,Albury,Australia,36.17S,147.18E
1942,12,20.736,0.487,Albury,Australia,36.17S,147.18E
1943,1,20.537,0.375,Albury,Australia,36.17S,147.18E
1943,2,21.041,0.432,Albury,Australia,36.17S,147.18E
1943,3,19.46,0.348,Albury,Australia,36.17S,147.18E
1943,4,12.034,0.203,Albury,Australia,36.17S,147.18E
1943,5,9.024,0.172,Albury,Australia,36.17S,147.18E
1943,6,5.986,0.203,Albury,Australia,36.17S,147.18E
1943,7,5.551,0.273,Albury,Australia,36.17S,147.18E
1943,8,6.014,0.299,Albury,Australia,36.17S,147.18E
1943,9,9.6,0.303,Albury,Australia,36.17S,147.18E
1943,10,12.639,0.259,Albury,Australia,36.17S,147.18E
1943,11,15.071,0.268,Albury,Australia,36.17S,147.18E
1943,12,18.634,0.436,Albury,Australia,36.17S,147.18E
1944,1,21.823,0.226,Albury,Australia,36.17S,147.18E
1944,2,19.512,0.132,Albury,Australia,36.17S,147.18E
1944,3,17.763,0.276,Albury,Australia,36.17S,147.18E
1944,4,10.981,0.22,Albury,Australia,36.17S,147.18E
1944,5,9.355,0.301,Albury,Australia,36.17S,147.18E
1944,6,6.082,0.243,Albury,Australia,36.17S,147.18E
1944,7,5.871,0.276,Albury,Australia,36.17S,147.18E
1944,8,7.238,0.316,Albury,Australia,36.17S,147.18E
1944,9,10.959,0.216,Albury,Australia,36.17S,147.18E
1944,10,13.495,0.217,Albury,Australia,36.17S,147.18E
1944,11,17.934,0.429,Albury,Australia,36.17S,147.18E
1944,12,18.786,0.306,Albury,Australia,36.17S,147.18E
1945,1,21.016,0.317,Albury,Australia,36.17S,147.18E
1945,2,19.271,0.317,Albury,Australia,36.17S,147.18E
1945,3,16.211,0.098,Albury,Australia,36.17S,147.18E
1945,4,13.037,0.183,Albury,Australia,36.17S,147.18E
1945,5,9.246,0.291,Albury,Australia,36.17S,147.18E
1945,6,8.647,0.368,Albury,Australia,36.17S,147.18E
1945,7,5.565,0.349,Albury,Australia,36.17S,147.18E
1945,8,8.045,0.3,Albury,Australia,36.17S,147.18E
1945,9,9.297,0.279,Albury,Australia,36.17S,147.18E
1945,10,12.525,0.262,Albury,Australia,36.17S,147.18E
1945,11,16.57,0.261,Albury,Australia,36.17S,147.18E
1945,12,20.601,0.608,Albury,Australia,36.17S,147.18E
1946,1,22.572,0.276,Albury,Australia,36.17S,147.18E
1946,2,20.62,0.249,Albury,Australia,36.17S,147.18E
1946,3,15.915,0.526,Albury,Australia,36.17S,147.18E
1946,4,12.297,0.382,Albury,Australia,36.17S,147.18E
1946,5,9.183,0.235,Albury,Australia,36.17S,147.18E
1946,6,5.927,0.254,Albury,Australia,36.17S,147.18E
1946,7,7.106,0.242,Albury,Australia,36.17S,147.18E
1946,8,7.002,0.311,Albury,Australia,36.17S,147.18E
1946,9,9.369,0.366,Albury,Australia,36.17S,147.18E
1946,10,11.696,0.352,Albury,Australia,36.17S,147.18E
1946,11,16.847,0.296,Albury,Australia,36.17S,147.18E
1946,12,19.271,0.318,Albury,Australia,36.17S,147.18E
1947,1,21.24,0.233,Albury,Australia,36.17S,147.18E
1947,2,22.485,0.169,Albury,Australia,36.17S,147.18E
1947,3,18.062,0.277,Albury,Australia,36.17S,147.18E
1947,4,13.498,0.134,Albury,Australia,36.17S,147.18E
1947,5,11.581,0.398,Albury,Australia,36.17S,147.18E
